;Локальная тема;Описание
1907;Некачественное содержание детской площадки в парке;Дырка
1908;Некачественное содержание спортивной площадки в парке;прошу восстановить защитные колпачки и навести порядок на спортивной площадке. Прошу Вас не снимайте с других спортивных снарядов, чтобы закрыть эти
1909;Неубранная парковая территория;прошу навести порядок на детской площадке, очистить резиновое покрытие от песка
1910;Ненадлежащий уход за зелеными насаждениями в парке;прошу восстановить газон и обязательно !!!! засеять семенами травы
1911;Отсутствие песка в песочнице в парке;Песка не вообще, дети скребут по резиновому покрытию. Нужно насыпать.
1912;Ненадлежащий уход за зелеными насаждениями в парке;
1913;Некачественное содержание детской площадки в парке;Очень сильно выступают крепления. Нужно утопить их вниз и закрыть резиновым покрытием. Дети падают с этих колец, проползая через эти кольца пряма на эти штыри.
1914;Некачественное содержание инфраструктуры в парке;Разрушение тротуарной плитки на бульваре.
1915;Некачественное содержание инфраструктуры в парке;Ремонт дорожки подсыпкой песка не получилось прошу по ремонту найти практическое решение и устранить повреждения .
1916;Ненадлежащий уход за зелеными насаждениями в парке;Cено давно скощено и не убрано.
1917;Ненадлежащий уход за зелеными насаждениями в парке;Скошенную траву не убрали.
1918;Некачественное содержание инфраструктуры в парке;Укладка плитки деформирована, имеются выступы и изломы.
1919;Неубранная парковая территория;С проезда недостроенного паркинга вынесло крошку на плиточное покрытие тротуара. Выбрал категорию «парк» так как дорожка из плитки это уже территория бульвара.
1920;Неубранная парковая территория;По всему парку вытащенные пакеты из мусорок и отвратительно пахнет. Пакеты лежат уже не первый день и начали разлагаться! 
1921;Ненадлежащий уход за зелеными насаждениями в парке;В парке огромное количество упавших деревьев.
1922;Неубранная парковая территория;Добрый день, весь парк усыпан мусором, приведите в порядок, пожалуйста.
1923;Некачественное содержание детской площадки в парке;Разрушение покрытия площадки, при спуске с горки. Нужно заделать.
1924;Ненадлежащий уход за зелеными насаждениями в парке;
1925;Неубранная парковая территория;Всем добрый день! Горько видеть настолько грязную территорию лесопарка в нашем городе, которая ни зимой, ни летом не убирается, много поваленных деревьев! В отличие от состояния лесопарка между 4 и 12 микрорайонами. Там и дорожки чистят зимой от снега, обрабатывают антигололедными средствами, летом - чистые и т.д. Прошу навести порядок!
1926;Неубранная парковая территория;Прошу вас убрать не только около этой скамейки, грязь и мусор там у каждой лавочки.
1927;Неубранная парковая территория;Вход в парк со стороны ул. Сельскохозяйственная завален мусором.
1928;Ненадлежащий уход за зелеными насаждениями в парке;почти
1929;Некачественное содержание спортивной площадки в парке;Прорезиненное покрытие рядом с теннисными столами износилось. В месте износа высока вероятность получить травму, т.к. края покрытия задираются, и о них можно запнуться.
1930;Ненадлежащий уход за зелеными насаждениями в парке;Просьба восстановить газон под деревьями. Спасибо.
1931;Ненадлежащий уход за зелеными насаждениями в парке;прошу устранить и восстановить травяное покрытие газона
1932;Ненадлежащий уход за зелеными насаждениями в парке;прошу восстановить травяное покрытие газона
1933;Некачественное содержание спортивной площадки в парке;прошу восстановить резиновое покрытие спортивной площадки
1934;Ненадлежащий уход за зелеными насаждениями в парке;
1935;Неубранная парковая территория;Брошенная секция ограждения, опасно торчащие опоры 
1936;Ненадлежащий уход за зелеными насаждениями в парке;Прошу обкосить траву (выросла до 1 м) вдоль дорожки на входе в лесопарк напротив дома 23 по Боровскому шоссе.
1937;Ненадлежащий уход за зелеными насаждениями в парке;СЗАО, р-н Хорошево-Мневники. В сквере на пересечении ул.Н.Ополчения с ул.Берзарина не все газоны полностью скошены.
1938;Некачественное содержание детской площадки в парке;
1939;Ненадлежащий уход за зелеными насаждениями в парке;Не убрано сено
1940;Ненадлежащий уход за зелеными насаждениями в парке;Отсутствие санитарной подрезки кустарников сужает ширину пешеходной дорожки в ряде мест вполовину: при встрече колясочников с детьми, едущих велосипедистов и пешеходов в таких местах кому-то приходится отскакивать на обочину. Поскольку это уже не первая жалоба на это и работа до сих пор не проведена, люди диком образом начинают обламывать ветви!
1941;Неубранная парковая территория;Стекло и мусор на детской площадке
1942;Некачественное содержание инфраструктуры в парке;Парк на против поликлиники
1943;Ненадлежащий уход за зелеными насаждениями в парке;Вдоль пешеходных дорожек давно вырос злосчастный борщевик Сосновского - необходимо его выкосить
1944;Наличие опасно выступающих элементов в парке;Брошенный участок работ в северо-западной части парка, торчит арматура 
1945;Некачественное содержание инфраструктуры в парке;Вандальные надписи на инфощите
1946;Ненадлежащий уход за зелеными насаждениями в парке;
1947;Некачественное содержание инфраструктуры в парке;Лавочки в сквере покрашены некачественно: не снята старая краска, оставлены подтёки, доски прокрашены не со всех сторон. Бумажки «окрашено» останутся в краске, и в итоге лавочки будут выглядеть страшно. Кроме того краской испачкана плитка под лавками. Прошу разобраться и переделать качественно.
1948;Некачественное содержание детской площадки в парке;Что-то оторвано от зеленого каната
1949;Неисправность элементов освещения в парке;За москвариумом не работает освещение целого участка. Устраните нарушение.
1950;Неисправность элементов освещения в парке;Не работает освещение в парке много фонарей и подсветки деревьев
1951;Неисправность элементов освещения в парке;Неисправен предпоследний фонарь на «Аллее Славы», расположенный ближе к Вагоноремонтной улице.
1952;Некачественное содержание спортивной площадки в парке;На футбольном поле в районе точек Пенальти - имеются ямы в газоне. Требуется ремонт газона на поле и закладка данных ям.
1953;Некачественное содержание детской площадки в парке;В парке на детской площадке сломана машинка.
1954;Некачественное содержание инфраструктуры в парке;Ранее в сквере у кинотеатра Нева напротив дома Беломорская 16 был знак Знак 3.1 «въезд запрещен», и дети могли свободно кататься по велодорожке. 3 августа около 2 ночи кто-то снял данный знак. Теперь грузовой транспорт и легковые автомобили заезжают и паркуются на велодорожке, создавая реальную угрозу детям. Помогите восстановить знак.
1955;Ненадлежащий уход за зелеными насаждениями в парке;Вчера в парке трактор косил траву рядом с мостом. На прошлой неделе там уже косили. Пожалуйста, остановите слишком частый покос травы! Более того, трава косится очень низко + в жаркие дни. Она сохнет быстро и гибнет. Остановите покос в жару.
1956;Ненадлежащий уход за зелеными насаждениями в парке;Уберите пожалуйста мусор и закопайте яму
1957;Некачественное содержание инфраструктуры в парке;Обвалилась сетка на которой держаться декоративные вьюнки.
1958;Некачественное содержание инфраструктуры в парке;Вандальные надписи на заборе в парке у Головинских прудов
1959;Ненадлежащий уход за зелеными насаждениями в парке;Аварийные деревья в парке у Головинских прудов 
1960;Ненадлежащий уход за зелеными насаждениями в парке;Убедительная просьба провести дополнительные работы по стрижке газона!!! Все заросло лопухами и репейником!!! 05.08.2020
1961;Некачественное содержание инфраструктуры в парке;Сломана доска на скамейке
1962;Ненадлежащий уход за зелеными насаждениями в парке;Неубранный пень в парке у Головинских прудов 
1963;Неубранная парковая территория;Мусор в парке у Головинских прудов
1964;Некачественное содержание инфраструктуры в парке;Доброе утро. В чем дело?Нужно покрасить облезлые скамейки.
1965;Некачественное содержание инфраструктуры в парке;Нужно покрасить облезлые кормушки.
1966;Неубранная парковая территория;Просьба убрать бетонные глыбы с территории парка
1967;Некачественное содержание инфраструктуры в парке;Вырван столб, ограничивающий въезд в парк.
1968;Ненадлежащий уход за зелеными насаждениями в парке;Добрый день. Сколь раз мне еще нужно написать чтобы восстановил газон обязательно используя укрывочный материал. НУЖНО ИСПОЛЬЗОВАТЬ УКРЫВОЧНЫЙ МАТЕРИАЛ!
1969;Неисправность элементов освещения в парке;
1970;Некачественное содержание инфраструктуры в парке;Вырван столб, ограничивающий въезд в парк.
1971;Ненадлежащий уход за зелеными насаждениями в парке;Добрый день. Сколь раз мне еще нужно написать чтобы восстановил газон обязательно используя укрывочный материал. НУЖНО ИСПОЛЬЗОВАТЬ УКРЫВОЧНЫЙ МАТЕРИАЛ!
1972;Неисправность элементов освещения в парке;
1973;Неубранная парковая территория;По Сиреневому бульвару с 3 по 5 Парковую ежедневная картина! 
1974;Ненадлежащий уход за зелеными насаждениями в парке;Нет пни с территории парка не убраны! Просьба убрать!
1975;Ненадлежащий уход за зелеными насаждениями в парке;
1976;Ненадлежащий уход за зелеными насаждениями в парке;
1977;Некачественное содержание детской площадки в парке;Отсутствуют болты нескольких подвижных планок, прикрепляющие эти планки с нижней стороны к цепи. Просьба восстановить заводские крепления конструкции - вернуть болты на место, скрепить планки с ограничительной цепью. 
1978;Ненадлежащий уход за зелеными насаждениями в парке;Добрый день! Деревья ветками проникли на территорию спортивной площадки. Они мешают!
1979;Некачественное содержание спортивной площадки в парке;Добрый день! Недавно выполнили ремонт детской площадки в парке, стало очень прилично. Сюда приятно приходить с детьми, особенно радуют качели гнездо. Мы обращались ещё с просьбами провести ремонт спортивного инвентаря в прошлом году, но как и ранее ничего не изменилось. Планируется ли отремонтировать спортивный комплекс, как и детскую площадку? 
1980;Ненадлежащий уход за зелеными насаждениями в парке;
1981;Ненадлежащий уход за зелеными насаждениями в парке;
1982;Некачественное содержание детской площадки в парке;У песочного дворика крыша сломана. Прошу восстановить крепления! Спасибо!
1983;Отсутствие песка в песочнице в парке;Добрый день! В новой песочнице пока так и нет песка. Подскажите, когда его привезут?!
1984;Ненадлежащий уход за зелеными насаждениями в парке;
1985;Некачественное содержание инфраструктуры в парке;
1986;Ненадлежащий уход за зелеными насаждениями в парке;
1987;Некачественное содержание спортивной площадки в парке;Добрый день! Прошу произвести работы по восстановлению железных прутьев в ограждении спортивной площадки!
1988;Неубранная парковая территория;Мусор не убирают. Дорожки не подметают. Фото за от 2 и 4 августа. А картина на них одинаковая. Мусор должен убираться ежедневно ( согласно регламента).А тут он лежит неделями!!!
1989;Ненадлежащий уход за зелеными насаждениями в парке;Нескошенный борщевик вдоль прогулочный дорожки. В парке только частично убирают борщевик, при этом остаются большие территории заросшие борщевиком вдоль дорожек и под деревьями
1990;Некачественное содержание инфраструктуры в парке;Прошу отремонтировать многочисленные повреждения дорожного полотна на спуске от моста к набережной. 
1991;Неубранная парковая территория;Постоянная грязь и забитые урны в местах отдыха в парке
1992;Ненадлежащий уход за зелеными насаждениями в парке;Начинают что то делать только тогда, когда портал « Наш город» носом ткнёт!!! Как можно так запустить парк?!! Позор таким руководителям и таким же безответственным работникам!!!
1993;Ненадлежащий уход за зелеными насаждениями в парке;Упавшие деревья
1994;Неисправность элементов освещения в парке;
1995;Ненадлежащий уход за зелеными насаждениями в парке;Просьба проверить жизнеспособность деревца
1996;Некачественное содержание инфраструктуры в парке;На насыпной дорожке в парке недалеко от Шипиловского проезда при подъёме от пруда в горку имеются ямы и разрушения покрытия (координаты на картах 55.632057, 37.691959).
1997;Некачественное содержание спортивной площадки в парке;ОПАСНОСТЬ ДЛЯ ЗДОРОВЬЯ ДЕТЕЙ На спортивной площадке в парке сломался один из тренажёров. Оставшиеся кронштейны с очень острыми углами (см. фото), а на этой площадке часто дети играют в активные игры. Моя дочь уже поранила руку (не радикально, но в травмпункт пришлось идти). Есть большой риск, что кто-то детей может серьезно пострадать.
1998;Некачественное содержание детской площадки в парке;Сломана часть качели
1999;Некачественное содержание инфраструктуры в парке;На каменной дорожке рядом со спасательной станцией недалеко от Борисовских мостов нарушена кладка брусчатки с обеих сторон мостовой.
2000;Ненадлежащий уход за зелеными насаждениями в парке;
2001;Некачественное содержание инфраструктуры в парке;Сломана спинка у лавочки (доска лежит под лавочкой) и погнута мусорная урна. Убедительная просьба, устранить проблему! 
2002;Неисправность элементов освещения в парке;Неработающие фонари, перегоревшие лампы! Нужна замена!
2003;Некачественное содержание инфраструктуры в парке;На дорожке вдоль пруда имеется разрушение деревянного покрытия на трёх мостиках (ближайшие адресные ориентиры Борисовские Пруды, 5к1 - 7к1 - 11к1)
2004;Ненадлежащий уход за зелеными насаждениями в парке;Наличие сухостоя в парке!
2005;Ненадлежащий уход за зелеными насаждениями в парке;
2006;Некачественное содержание детской площадки в парке;"Скрипят при повороте элементы игрового комплекса и скрипит/стучит/заедает ручка при движении любого ребенка на комплексе типа ""тарзанка"". Отрегулируйте их, пожалуйста."
2007;Ненадлежащий уход за зелеными насаждениями в парке;
2008;Ненадлежащий уход за зелеными насаждениями в парке;Отсутствует санитарная обрезка засохших ветвей!
2009;Некачественное содержание инфраструктуры в парке;Здравствуйте, на территории парка открытый люк. Просьба исправить ситуацию. Заранее спасибо!
2010;Ненадлежащий уход за зелеными насаждениями в парке;Не убрана скошеная трава
2011;Ненадлежащий уход за зелеными насаждениями в парке;В красивом парке, к сожалению, много засохших, на прижившихся деревьев. Даже то, что можно было бы спасти, не обрезается. Общий вид парка страдает от наличия большого количества сухостоя
2012;Некачественное содержание детской площадки в парке;Добрый вечер! Опять выломаны палки и торчат гвозди 
2013;Некачественное содержание детской площадки в парке;Прошу починить крепление каната на площадке
2014;Некачественное содержание детской площадки в парке;На детской площадке рядом с комнатой матери и ребёнка 
2015;Некачественное содержание инфраструктуры в парке;Под тротуарам открытая распределительная коробка, торчат провода. Находится недалеко от лестницы, ведущей наверх, к остановке автобуса 815.
2016;Неисправность элементов освещения в парке;Опять отписались, что сделали, но ни один фонарь так и неисправен, эти фото с разных дорожек. Надеюсь, теперь видно, днем же мы не можем фотографировать!
2017;Неисправность элементов освещения в парке;В большей половине парка отсутствует освещение. Имеющиеся фонари не горят. 
2018;Неисправность элементов освещения в парке;В парке наклонены 2 элемента освещения!
2019;Некачественное содержание инфраструктуры в парке;
2020;Некачественное содержание инфраструктуры в парке;3й или 4й раз в одном и том же месте
2021;Некачественное содержание спортивной площадки в парке;Здравствуйте! В Черкизовском парке на одном из тренажёров, а именно на тренажере под названием «бицепс сидя», сломана одна из ручек для хвата. Прошу приварить ограничитель к сломанной ручке по аналогии с ручкой с исправной ручкой. Заранее благодарю!
2022;Ненадлежащий уход за зелеными насаждениями в парке;
2023;Неисправность элементов освещения в парке;Прошу привести в порядок декоративные цоколи опор освещения. Спасибо!
2024;Некачественное содержание инфраструктуры в парке;На насыпной дорожке, начинающейся в парке напротив здания Борисовские Пруды, 19к1 и ведущей вниз к пруду, имеется глубокая длинная яма.
2025;Ненадлежащий уход за зелеными насаждениями в парке;Не убрана скошеная трава
2026;Некачественное содержание инфраструктуры в парке;Дорожка в парке отвратительная, грязная, с лужами прошу устранить данную проблему
2027;Наличие опасно выступающих элементов в парке;Торчащая арматура. Требуем принять меры.
2028;Некачественное содержание инфраструктуры в парке;Частично отсутствует подсветка конструкции
2029;Неисправность элементов освещения в парке;В 21:17 не горит свет в парке 
2030;Ненадлежащий уход за зелеными насаждениями в парке;высокое сухостойное дерево
2031;Некачественное содержание инфраструктуры в парке;Открытый люк в парке у фонтана
2032;Некачественное содержание детской площадки в парке;Сломан подшипник в тарзанке, не едет 
2033;Некачественное содержание спортивной площадки в парке;Скейтодром. Выпал уголок отражения, утрачено 2 проставных сеединения, так же отошёл/задрался лист на стыковке въезда в горку 
2034;Ненадлежащий уход за зелеными насаждениями в парке;Прибрежное дерево сломалось и упало в воду
2035;Некачественное содержание детской площадки в парке;Травмоопасная конструкция, Резкое торможение тарзанки, в следствии чего у детей выскальзывают руки и они падают на асфальт. После открытия площадки двое детей попали в больницу. Требуется замена покрытия на резиновое, более мягкое и монтаж плавного тормоза на тарзанку
2036;Неубранная парковая территория;В парке МНОГО неубранных ветвей и мешков с мусором!!!
2037;Неисправность элементов освещения в парке;
2038;Неисправность элементов освещения в парке;Не работает освещение в парке!
2039;Неубранная парковая территория;
2040;Некачественное содержание инфраструктуры в парке;Бардак!
2041;Ненадлежащий уход за зелеными насаждениями в парке;Требуется восстановление газона. Спасибо!
2042;Некачественное содержание спортивной площадки в парке;Здравствуйте, 1) Необходимо дополнительно закрепить элементы покрытий фигур 2) Дополнительно ограничить доступ к внутренней части конструкции 3) Поправить ограждающий элемент Спасибо.
2043;Некачественное содержание спортивной площадки в парке;Почините сломанный тренажёр 
2044;Ненадлежащий уход за зелеными насаждениями в парке;Сухая трава после покоса не убрана
2045;Некачественное содержание инфраструктуры в парке;Оторвался спуск с деревянного настила - дорожки, он стал труднодоступным для колясочного транспорта. Убедительная просьба, устранить проблему (восстановить спуск). Также, прошу учесть, что предыдущий вид спуска (полозьями) состоял из реек и не каждая коляска на него влезала по габаритам, поэтому необходим пологий спуск по всей ширине настила! 
2046;Ненадлежащий уход за зелеными насаждениями в парке;Почему производится покос разнотравных лугов на южной окраине музея-заповедника(район реки Язвенка).Покос в это время лугов просто запрещен.Богатое разнотравье с редкими растениями просто уничтожается.Но даже и там ,где уже скосили,скошенная трава не убирается неделями.Она частично сгнила и не дает расти новой.
2047;Ненадлежащий уход за зелеными насаждениями в парке;Много опасного борщевика. Пожалуйста, прошу принять меры, пока нет пострадавших.
2048;Некачественное содержание площадки для выгула собак в парке;Добрый день! На собачьей площадке в 4 мкр сломана ручка у калитки. Так же прошу засыпать яму. 
2049;Ненадлежащий уход за зелеными насаждениями в парке;
2050;Некачественное содержание инфраструктуры в парке;Лавочки на бульваре у арок хорошо бы поменять, но их даже красить перестали. Досок не хватает, поломанные, обшарпанные. 
2051;Некачественное содержание детской площадки в парке;На детской площадке отсутствует ручка на лошадке-качалке.
2052;Неисправность элементов освещения в парке;Ранее я сообщал о поломке данного фонаря, спустя время мне ответили и даже сфотографировали, что фонарь исправлен (так как был в отпуске, то не смог проверить). Тем не менее фонарь сломан. Прошу отремонтировать данный светильник, расположенный аж в 300 метрах от управы. А также ответить о причинах лжи относительно ремонта данного фонаря.
2053;Наличие опасно выступающих элементов в парке;Возле бордюра на детской площадке переход на газон возле лавочке,!!непонятные куски бетона, постоянно дети падают!! Примите меры!!
2054;Ненадлежащий уход за зелеными насаждениями в парке;Спотыкнулись и упали!
2055;Некачественное содержание детской площадки в парке;С прошлого года часть большой площадки на входе ближе к подводной лодке закрыта на ремонт. Год уже прошел, можно было бы починить уже. И качели скрипят на многих площадках в парке
2056;Неубранная парковая территория;На земле валяются ветки деревьев.
2057;Неубранная парковая территория;
2058;Неубранная парковая территория;
2059;Неубранная парковая территория;"Горы срезанного репейника мешают гулять по парку. Наконец-то хоть кто-то начал бороться с этим ""разнотравьем""."
2060;Неубранная парковая территория;
2061;Неубранная парковая территория;В сквере на ул. Молодёжной редко убираются, вокруг одни окурки. 
2062;Некачественное содержание детской площадки в парке;Здравствуйте. Почините, пожалуйста, качели
2063;Ненадлежащий уход за зелеными насаждениями в парке;Всё лето не стригут газон. 
2064;Ненадлежащий уход за зелеными насаждениями в парке;Лестница заросла крапивой
2065;Ненадлежащий уход за зелеными насаждениями в парке;
2066;Ненадлежащий уход за зелеными насаждениями в парке;Крапива заполонила все так, что вылезает и на дорогу, и на скамейку даже. Не обязательно убирать ее всю, но можно было бы частично скосить рядом с дорогой и скамейкой. Спасибо!
2067;Ненадлежащий уход за зелеными насаждениями в парке;
2068;Некачественное содержание детской площадки в парке;Прошу убрать опасную тарзанку в парке 50 лет ,вчера,на детской площадке ,мой ребенок 8 лет, сорвался и получил серьёзный перелом,охранники сообщили что дети ежедневно калечатся на этой тарзанке, прошу принять меры !Она очень высоко подвешана, дети не достают и падают, разбивая головы ,калеча ноги и руки.
2069;Некачественное содержание инфраструктуры в парке;Сломана дорога 
2070;Некачественное содержание инфраструктуры в парке;
2071;Ненадлежащий уход за зелеными насаждениями в парке;
2072;Ненадлежащий уход за зелеными насаждениями в парке;Просьба удалить упавшее дерево.
2073;Отсутствие песка в песочнице в парке;Песка мало и он очень грязный.
2074;Некачественное содержание спортивной площадки в парке;На которой сидеть не работает вообще!!! А на которой стоять сломана !!!
2075;Ненадлежащий уход за зелеными насаждениями в парке;Нет надежды у жителей Юж Бутово увидеть ухоженные газоны!!! Какая работа, такие и газоны!)
2076;Ненадлежащий уход за зелеными насаждениями в парке;
2077;Неубранная парковая территория;В чем проблема наладить уборку мусора.Это так сложно начать работать???Нужно убрать весь мусор в сквере Останкино. МУСОР ПРЯТАТЬ ПО УГЛАМ НЕЛЬЗЯ!!!
2078;Ненадлежащий уход за зелеными насаждениями в парке;
2079;Некачественное содержание инфраструктуры в парке;ПОВТОРНО! Ужасающее содержание инфраструктуры в парке. Вся дренажная система от северного до южного вестибюля ст. м. Волоколамская забита и заросла травой. Отсутствуют решетки. При этом вы не забываете получать огромные бюджетные средства за содержание территории.
2080;Ненадлежащий уход за зелеными насаждениями в парке;В сквере борщевик. Нужно принять меры.
2081;Некачественное содержание инфраструктуры в парке;Нужно покрасить облезлую урну для мусора.
2082;Ненадлежащий уход за зелеными насаждениями в парке;
2083;Неубранная парковая территория;Неубранный мусор в парке дружбы
2084;Неубранная парковая территория;Прошу сделать уборку на парковой территории: Камни, палки, мусор, высохшая листва
2085;Неисправность элементов освещения в парке;
2086;Ненадлежащий уход за зелеными насаждениями в парке;В очередной ...дцатый раз прошу решить вопрос с несчастным газоном в перешейке между парками. Он изъезжен трактором, весь в коллеях! После моего обращения его приводят в порядок, в последний раз действительно засеяли трааой, она дала всходы, но... сразу после моего подтверждения по газону, как в пику мне, опять стал ездить трактор ((. Это как???
2087;Ненадлежащий уход за зелеными насаждениями в парке;
2088;Ненадлежащий уход за зелеными насаждениями в парке;Вытоптана трава, голая земля под деревьями почти на 15% общей площади парка р-на Зюзино
2089;Ненадлежащий уход за зелеными насаждениями в парке;
2090;Неисправность элементов освещения в парке;Это так должно быть???
2091;Неубранная парковая территория;
2092;Ненадлежащий уход за зелеными насаждениями в парке;
2093;Ненадлежащий уход за зелеными насаждениями в парке;вытоптанный газон. шб. 
2094;Ненадлежащий уход за зелеными насаждениями в парке;
2095;Ненадлежащий уход за зелеными насаждениями в парке;
2096;Ненадлежащий уход за зелеными насаждениями в парке;
2097;Неубранная парковая территория;Спил не убрали, на каком основании спилили? Если это ООПТ
2098;Ненадлежащий уход за зелеными насаждениями в парке;
2099;Некачественное содержание инфраструктуры в парке;
2100;Некачественное содержание инфраструктуры в парке;
