;Локальная тема;Описание
620;Неубранная территория строительной площадки;Пыль/песок,мелкий гравий,перед воротами строительной площадки.
621;Несвоевременное восстановление благоустройства;Копать на парковке начали очень давно. Копать и стройку останавливали из-за пандемии. Но потом опять начали и бросили. Периодически привозят и увозят песок/землю. Будто как склад используют. И рабочих там не бывает. Все сроки уже прошли. Но заканчивать и не начинали
622;Отсутствие информационного щита/некачественное содержание щита;
623;Отсутствие ограждения площадки/ некачественное содержание ограждения;Отсутствует ограждение в местах разрытия
624;Отсутствие ограждения площадки/ некачественное содержание ограждения;Отсутствие ограждения у лесов 
625;Отсутствие освещения в ночное время;Отсутствуют лампы на ограждении строительной площадки.
626;Отсутствие информационного щита/некачественное содержание щита;
627;Отсутствие информационного щита/некачественное содержание щита;
628;Отсутствие освещения в ночное время;Не работают предупреждающие огни по стройке МОСВОДОКАНАЛ. Адрес : улица Юных Ленинцев д.44 к.1 (под.2)
629;Неубранная территория строительной площадки;Прилегающая дорога к стройплощадке в ужасном состоянии. Пройти без сапог не возможно. Проливать водой еще хуже грязь не смывается !!! Прошу навести порядок и установить нормальный пункт мойки колес с удалением грязной воды.
630;Несвоевременное восстановление благоустройства;После проведения работ территория не была приведена в прежний вид
631;Отсутствие освещения в ночное время;Отсутствует освещение пешеходной галереи. В ночное время это может привести к травмам. Прошу обязать строителей оборудовать пешеходную галерею освещением.
632;Несвоевременное восстановление благоустройства;После строительства здания (2-я Пугачевская, д6Б с1),грузовиками разбита дорога.Отремонтировали 2-ю Пугачевскую до Жидкова переулка,а весь Проектируемый проезд 6477 от пересечения со 2-ой Пугачевской забыли.Раздолбанная дорога, просадка полотна,перепады высот,волны,дырявые заплатки,кочки,ямы, выбоины в т.ч. на тротуарах.2 года ждали восстановления.
633;Несвоевременное восстановление благоустройства;Добрый день! Просим убрать ограждение с торца дома (Боровское шоссе 30) Строительство ТЦ завершено, со всех сторон ограждения убраны, кроме стороны, которая граничит с домом №30. 
634;Несвоевременное восстановление благоустройства;На тротуаре Новоцарицынского шоссе вдоль забора парка имеется разрушение асфальта в двух местах, а именно не заделанное полотно со щебнем и просадка ранее заасфальтированного участка.
635;Несвоевременное восстановление благоустройства;
636;Несвоевременное восстановление благоустройства;На тротуаре перед зданием Борисовский пр-д, 46А разрушен асфальт.
637;Несвоевременное восстановление благоустройства;Прямо на проезжей части на улице Аэродромная(в правой полосе при следовании со стороны ул. Фабрициуса к дому 5 по ул. Аэродромная), в течение лета велись земляные работы со снятием дорожного покрытия. После проведения работ вырытый котлован был засыпан, но дорожное покрытие над ним просело, образовалась опасная яма, просьба отремонтировать повторно
638;Несвоевременное восстановление благоустройства;На дороге яма
639;Несвоевременное восстановление благоустройства;Внешняя отделка объекта завершена. Частично с одной стороны здания имеются ограждения, которые не несут смысла, так как территория проходная - все жильцы ближ лежащих домов ходят, выгуливают собак, а дети катаются на велосипедах. Так же на территории есть биотуалет, который не обслуживается и на большое количество строй материалов
640;Отсутствие информационного щита/некачественное содержание щита;Джем, ярмарка, благоустройство? Самим выбрать что будет?
641;Отсутствие ограждения площадки/ некачественное содержание ограждения;Здравствуйте! Скажите пожалуйста, когда начнутся работы по благоустройству дворовой территории? Ограждения поставили пару недель назад и теперь за ними никто не следит, они постоянно падают! А рядом дети гуляют и машины стоят вдоль дороги.
642;Несвоевременное восстановление благоустройства;На информационном щите написано что работы закончиться 30 июня , но до сих пор всё перекопано и никаких работ не проводиться ! Хотя бы обновить информацию !
643;Отсутствие ограждения площадки/ некачественное содержание ограждения;Между ограждениями имеются зазоры, в т.ч. зазоры между ограждениями и землёй.
644;Несвоевременное восстановление благоустройства;Требуем принять меры.
645;Отсутствие ограждения площадки/ некачественное содержание ограждения;Добрый день. На пешеходной зоне вдоль строительной площадки образовалась яма, в которую проваливаются доски, тем самым делая конструкцию неустойчивой. Также одна из опорных балок висит в воздухе. И плюс по всему все доски ходят ходуном, т.к. не прибиты к каркасу. Наличие вышеуказанных проблем делает передвижение затруднительными и травмоопасным. 
646;Неубранная территория строительной площадки;
647;Отсутствие информационного щита/некачественное содержание щита;
648;Отсутствие освещения в ночное время;На строительной площадке отсутствует освещение в тёмное время суток. На ограждениях нет осветительных плафонов.
649;Отсутствие ограждения площадки/ некачественное содержание ограждения;Отсутствие ограждения и обхода пр глубине разрытия более полуметра.
650;Отсутствие освещения в ночное время;
651;Неубранная территория строительной площадки;Грязь на дороге от колёс строительной техники
652;Несвоевременное восстановление благоустройства;Требуем принять меры.
653;Отсутствие информационного щита/некачественное содержание щита;
654;Отсутствие ограждения площадки/ некачественное содержание ограждения;Просьба покрасить
655;Отсутствие освещения в ночное время;Это уже 13 обращение по отсутствию освещения на глубоких разрытиях. Ни по одному предыдущему обращению не было сделано ничего! Ни одной штрафной санкции. Очень подозрительно, вам не кажется?
656;Отсутствие информационного щита/некачественное содержание щита;
657;Отсутствие освещения в ночное время;
658;Отсутствие освещения в ночное время;
659;Отсутствие освещения в ночное время;Отсутствие освещения в ночное время,
660;Отсутствие ограждения площадки/ некачественное содержание ограждения;Кабель высокого напряжения.
661;Отсутствие информационного щита/некачественное содержание щита;
662;Отсутствие ограждения площадки/ некачественное содержание ограждения;Из-за некачественного ограждения, из-за забора вытекает вода, песок. Ходить невозможно!
663;Отсутствие информационного щита/некачественное содержание щита;
664;Отсутствие информационного щита/некачественное содержание щита;
665;Отсутствие освещения в ночное время;Прошу повесить освещение. Часть территории огородили, часть открыта. Можно убиться вечером.
666;Отсутствие освещения в ночное время;
667;Отсутствие информационного щита/некачественное содержание щита;
668;Отсутствие ограждения площадки/ некачественное содержание ограждения;Прошу проложить безопасный временный тротуар вдоль дороги ул.Производственная (участок дороги, выходящий к перекрестку с ул.Авиаторов). Проложенные деревянные щиты взамен уничтоженного асфальтированного тротуара-травмоопасны,доски тонкие(шир.10см,толщ.2см),местами разбиты,торчат гвозди,грязь,доски утапливаются в лужи,ноги оказываются в воде.
669;Отсутствие ограждения площадки/ некачественное содержание ограждения;Ограждения строительных площадок и мест разрытия должны иметь опрятный внешний вид: очищены от грязи, промыты, не иметь проемов, поврежденных участков, отклонений от вертикали, посторонних наклеек, объявлений и надписей.
670;Отсутствие информационного щита/некачественное содержание щита;
671;Отсутствие ограждения площадки/ некачественное содержание ограждения;Отсутствует ограждение между строительной территорией и детской площадкой. На территории детской площадки разбросаны строительные материалы.
672;Несвоевременное восстановление благоустройства;Не выполнено благоустройство территории после завершения работ по реконструкции объекта розничной торговли.
673;Отсутствие освещения в ночное время;Очередная добыча алмазов без освещения
674;Отсутствие информационного щита/некачественное содержание щита;
675;Отсутствие информационного щита/некачественное содержание щита;
676;Отсутствие освещения в ночное время;
677;Несвоевременное восстановление благоустройства;Снесли здание и не восстановили данный участок
678;Отсутствие информационного щита/некачественное содержание щита;
679;Несвоевременное восстановление благоустройства;Доброго времени суток! Вот уже прошло около месяца, как закончились работы по прокладке кабеля под землёй в торце дома 7/3 по улице Тёплый стан. Но демонтированные плиты с открытой арматурой, что не безопасно ввиду близкого расположения детской площадки, до сих пор не убрали. Просьба убрать плиты по месту их утилизации. Спасибо за понимание!
680;Несвоевременное восстановление благоустройства;Разрушен тротуар при проведении работ на ул. Заводская и ул. Новостроевская с мая 2020 года. Требуем срочно сделать временный настил для безопасного прохода жителей с детьми и колясками!!!!
681;Неубранная территория строительной площадки;Неубранная территория строительной площадки напротив дома 7 ул. Поляны, со стороны ул. Скобелевская от ядовитого борщевика, который уже наполнился семенами и при ветре они могут разлетаться на большое расстояние. Просьба срочно ликвидировать с корнем и уничтожить это растение, которое высотой уже выше ограды стройплощадки. 
682;Несвоевременное восстановление благоустройства;Из за строительства школы, полностью испорчена и не восстановлена дорога.., а ведь по ней дети должны идти в школу 1 сентября..Ни кто ничего не делает
683;Отсутствие информационного щита/некачественное содержание щита;
684;Несвоевременное восстановление благоустройства;
685;Отсутствие информационного щита/некачественное содержание щита;
686;Отсутствие освещения в ночное время;
687;Несвоевременное восстановление благоустройства;На аллее в середине улицы Косыгина провал асфальта.
688;Отсутствие информационного щита/некачественное содержание щита;
689;Отсутствие освещения в ночное время;Отсутствует освещение
690;Отсутствие информационного щита/некачественное содержание щита;
691;Неубранная территория строительной площадки;Идет снос павильонов. Всё в пыли и грязи в радиусе 1км. Где поливальные машины? При сносе обычно делают водяную завесу, для избежания загрязнения городской территории.
692;Отсутствие ограждения площадки/ некачественное содержание ограждения;Пожалуйста, установите ограждение по всему квадрату министройки рядом с третьим подъездом. Спасибо
693;Отсутствие освещения в ночное время;Пожалуйста, включите огоньки у министройки рядом с третьим подъездом. Спасибо
694;Несвоевременное восстановление благоустройства;Прошу восстановить тактильную плитку 
695;Несвоевременное восстановление благоустройства;
696;Несвоевременное восстановление благоустройства;
697;Отсутствие освещения в ночное время;В новом переходе на платформу курьяново с Подольской улицы отсутствует освещение на темном участке 
698;Отсутствие освещения в ночное время;перекрыт проезд и ни одной лампочки на стройке с громадными ямами. шб. 
699;Отсутствие информационного щита/некачественное содержание щита;
700;Неубранная территория строительной площадки;
701;Отсутствие ограждения площадки/ некачественное содержание ограждения;Раз здесь ведутся работы, то ограждение надо установить. Ведь рядом детская площадка и проход в детскую поликлинику.
702;Отсутствие ограждения площадки/ некачественное содержание ограждения;вандальные надписи. 
703;Отсутствие освещения в ночное время;отсутствие освещения и лампочек в ночное время. шб. 
704;Отсутствие информационного щита/некачественное содержание щита;
705;Отсутствие ограждения площадки/ некачественное содержание ограждения;Несколько дней отсутствуют рабочие. Побросали все и уехали. В поликлинику приходится идти по середине дороги. Ограждения поломаны
706;Несвоевременное восстановление благоустройства;После проведения работ дорожные покрытия, тротуары, газоны и другие разрытые участки должны быть восстановлены в сроки, указанные в ордере (разрешении), строительные работы давно закончились, а место их проведения до сих пор не приведено в изначальный вид.
707;Отсутствие ограждения площадки/ некачественное содержание ограждения;Отсутствует ограждение о проведении ремонтных работ в доме, материалы валятся с крыши. Прямое нарушение исполнителем работ законов субъекта и СНиПов о порядке организации строительных площадок. Просьба привлечь к административной ответственности юр.лицо
708;Отсутствие информационного щита/некачественное содержание щита;
709;Несвоевременное восстановление благоустройства;Недавно копали, но плохо утрамбовали, всё просел, лужи, ямы
710;Несвоевременное восстановление благоустройства;Провал после строительства 
711;Несвоевременное восстановление благоустройства;Из-за раскопок демонтировали столб с освещением. После раскопок обратно его никто не установил.
712;Отсутствие освещения в ночное время;Отсутствует освещение на ограждении
713;Отсутствие ограждения площадки/ некачественное содержание ограждения;На основании Постановления Правительства Москвы от 19.05.15 г. N 299-ПП «Об утверждении Правил проведения земляных работ, установки временных ограждений, размещения временных объектов в городе Москве» при проведении работ по сносу предварительно территория должна быть оборудована временным ограждением.
714;Отсутствие ограждения площадки/ некачественное содержание ограждения;Безопасность ограждения строительной площадки не поддерживается исполнителем работ по сносу. Возможен беспрепятственный проход на территорию.
715;Отсутствие информационного щита/некачественное содержание щита;
716;Отсутствие информационного щита/некачественное содержание щита;
717;Отсутствие информационного щита/некачественное содержание щита;
718;Неубранная территория строительной площадки;На основании Постановления Правительства Москвы от 19.05.15 г. N 299-ПП «Об утверждении Правил проведения земляных работ, установки временных ограждений, размещения временных объектов в городе Москве» строит.площадки должны быть оборудованы мойками колёс машин. Данная процедура не проводится, грязь выносится за пределы территории.
719;Отсутствие информационного щита/некачественное содержание щита;
720;Отсутствие освещения в ночное время;
721;Несвоевременное восстановление благоустройства;Разбит асфальт на тротуаре!
722;Несвоевременное восстановление благоустройства;Не менее 3 месяцев посреди тротуара траншея. Ее засыпают песком, который разносит дождями по всей улице, иногда сверху укладывают бетон, который проваливается после дождя. Посреди тротуара установили опоры контактной сети троллейбусов/трамваев. Почему нельзя было поставить их с краю? Приведите район в порядок! Мы не должны жить в какой-то разрухе!
723;Несвоевременное восстановление благоустройства;После ремонта кабеля бросили тротуар в таком виде уже 5 дней.
724;Несвоевременное восстановление благоустройства;Заделанная траншея провалилась, травмоопасно ходить по тратуару!!! Надо исправить!!!
725;Отсутствие ограждения площадки/ некачественное содержание ограждения;
726;Несвоевременное восстановление благоустройства;После строительства здания для сдачи в аренду коммерчески-общественного пространства, не восстановлены зелёные насаждения (кустарники и деревья), которые были на этом месте, до строительства. В итоге просто всю дорогу закатали в плитку и асфальт. Газон тоже не восстановили. 
727;Отсутствие информационного щита/некачественное содержание щита;
728;Отсутствие информационного щита/некачественное содержание щита;
729;Отсутствие освещения в ночное время;Нет освещения территории строительной площадки.
730;Отсутствие информационного щита/некачественное содержание щита;
731;Отсутствие ограждения площадки/ некачественное содержание ограждения;полностью отсутствуют ограждения строительной площадки
732;Неубранная территория строительной площадки;Опять!! Вынос грунта со строительной площадки и заезд на тротуар тяжелой строительной техники
733;Отсутствие ограждения площадки/ некачественное содержание ограждения;отсутствует ограждение раскопки
734;Отсутствие ограждения площадки/ некачественное содержание ограждения;Добрый день! Ограждение стройплощадки местами повреждено - сломаны доски, просьба привести в порядок. Спасибо
735;Несвоевременное восстановление благоустройства;Два или три года назад здесь был организован въезд на строительную площадку в глубь парка. Строительства давно нет, а разрушенный плитами газон остался. Восстановите пожалуйста.
736;Несвоевременное восстановление благоустройства;После проведения работ, не восстановлено благоустройство. Устраните нарушение.
737;Отсутствие информационного щита/некачественное содержание щита;
738;Несвоевременное восстановление благоустройства;Не постановление благоустройство тротуара после разрытий ( уничтожена часть асфальтового покрытия, демонтированы частично бордюры). Помогите навести порядок!
739;Отсутствие освещения в ночное время;Очень опасно особенно перед знаком уступите дорогу отсутствие освещения в ночное время , шб. 
740;Неубранная территория строительной площадки;
741;Несвоевременное восстановление благоустройства;Скажите пожалуйста зачем сняли асфальт и бордюры ,перекопали газоны и всё побросали в течение месяца не видится ни какие работы,обещали восстановить в течение 2х недель,а прошел месяц и ничего мне сделано,какие сроки на это отведено,и это не только по нашему адресу,но и по другим улицам Некрасовки.Все возмущаются за такой бордак.
742;Отсутствие информационного щита/некачественное содержание щита;
743;Отсутствие информационного щита/некачественное содержание щита;
744;Отсутствие освещения в ночное время;
745;Отсутствие ограждения площадки/ некачественное содержание ограждения;Повалено ограждение места проведения ремонтных работ
746;Отсутствие ограждения площадки/ некачественное содержание ограждения;Упало ограждение стройки и никто не восстанавливает
747;Несвоевременное восстановление благоустройства;Устраните.
748;Отсутствие ограждения площадки/ некачественное содержание ограждения;Видно ,,Каракули ,, появляются на ,,Заборе,, значительно быстрее ,чем движется Вся Стройка.Кое что ,можно было бы и оставить,если бы ,,Другие Каракули,, не выдерживали Критики.Лучше ,,Все удалить,, не превращая ,,Забор в ,,отхожее место,, и не создавая повода ,,для менее талантливых,,.Убрать Все.
749;Отсутствие информационного щита/некачественное содержание щита;
750;Несвоевременное восстановление благоустройства;не восстановлено дорожное покрытие 
751;Отсутствие информационного щита/некачественное содержание щита;
752;Отсутствие информационного щита/некачественное содержание щита;
753;Отсутствие ограждения площадки/ некачественное содержание ограждения;Ограждение строительного городка с туалетом и земляными работами на теплотрассе по аварийному ордеру со свищем в трубах : представляет собой отдельно стоящие выгородки штакетника - люди вынуждены проходить к дому по стройплощадке.
754;Несвоевременное восстановление благоустройства;провал на тротуаре. отсутствие асфальта.
755;Несвоевременное восстановление благоустройства;Огромная яма!
756;Несвоевременное восстановление благоустройства;Пешеходного тротуара просто нет
757;Несвоевременное восстановление благоустройства;Дорога вся в ямах и никак не заделаны предыдущие разрытия
758;Несвоевременное восстановление благоустройства;Заблокирован проезд после завершения работ 
759;Несвоевременное восстановление благоустройства;После разрытия не восстановлено снятое металлическое ограждение и частично уничтожена живая изгородь. 
760;Отсутствие освещения в ночное время;
761;Несвоевременное восстановление благоустройства;Разрушили всю пешеходную дорожку. Повреждён газон.
762;Несвоевременное восстановление благоустройства;Добрый день. Разрыли, из пешеходной дорожки сделали полосу препятствий - с коляской и на детском велосипеде не переехать. Работы не ведутся уже месяц, так все и стоит
763;Неубранная территория строительной площадки;Территория строительной площадки не убирается. Мойка для колёс автомобилей отсутствует - грязь выносится на улицу. Мобильные туалеты не убираются из-за чего вокруг распространяется сильный запах.
764;Несвоевременное восстановление благоустройства;По адресу: ул. Симоновский вал в районе дома 19 после ремонтных работ не был восстановлен газон и край асфальтобетонного покрытия тротуара (о чем подтверждается фотоматериалами). Просьба завести плодородный грунт, посеять семена газонной травы и отремонтировать край асфальта на тротуаре.
765;Отсутствие ограждения площадки/ некачественное содержание ограждения;
766;Отсутствие освещения в ночное время;Не работает и частично отсутствует красное освещение на всех площадках огороженых забором.
767;Отсутствие освещения в ночное время;При строительстве хорды на протяжении не перекрытой части Сигнального проезда отсутствует ночное освещение
768;Несвоевременное восстановление благоустройства;Не восстановлен газон, провалы грунта. Пролив машинного масла на плитку. Про устранить
769;Отсутствие информационного щита/некачественное содержание щита;
770;Отсутствие информационного щита/некачественное содержание щита;
771;Несвоевременное восстановление благоустройства;Не восстановленное благоустройство напротив дома 1 по Хвалынскому бульвару.  Рядом с выходом из метро Лермонтовский проспект.
772;Неубранная территория строительной площадки;В месте строительства остатки щебня и других материалов не убраны и смешались с грунтом.
773;Отсутствие освещения в ночное время;
774;Несвоевременное восстановление благоустройства;Несвоевременное восстановление- не восстановление благоустройства после окончания работ: пешеходный тротуар в ужасном состоянии
775;Несвоевременное восстановление благоустройства;Требуем принять меры.
776;Неубранная территория строительной площадки;Некбранная территория, загромаждена всяким мусором, очень прошу очистить...
777;Отсутствие информационного щита/некачественное содержание щита;
778;Отсутствие информационного щита/некачественное содержание щита;
779;Неубранная территория строительной площадки;грязный поток по улице от стройки, на территории двора жилого дома и проезжей части
780;Отсутствие информационного щита/некачественное содержание щита;
781;Несвоевременное восстановление благоустройства;Ямы возле парка дружбы
782;Неубранная территория строительной площадки;Со стройплощадки опять выезжала машина без предварительной очистки колес от строительной грязи!!! Пишу о проблеме второй раз! Решите наконец эту проблему!
783;Неубранная территория строительной площадки;
784;Отсутствие информационного щита/некачественное содержание щита;
785;Несвоевременное восстановление благоустройства;
786;Отсутствие информационного щита/некачественное содержание щита;
787;Отсутствие освещения в ночное время;Сейчас идёт строительство МЦД и забор считается временным на время строительных работ, некий Ларин в июне месяце написал отписку что забор стоит на дороге(проезжей части) потому что он стоит в роли ограждения от людей на ЖД пути, что было неуместно в его ответе. Сейчас забор является временным обьектом строительства, так ответила управа Бутырского
788;Отсутствие ограждения площадки/ некачественное содержание ограждения;Ограждение строительной площадки имеет массу проемов, из которых при дожде грязь в огромном количестве вытекает во двор жилого дома. На ограждении также размещена предположительно несанкционированная реклама.
789;Отсутствие информационного щита/некачественное содержание щита;
790;Отсутствие информационного щита/некачественное содержание щита;
791;Отсутствие информационного щита/некачественное содержание щита;
792;Отсутствие ограждения площадки/ некачественное содержание ограждения;Не порядок!
793;Несвоевременное восстановление благоустройства;Не восстановили благоустройство 
794;Неубранная территория строительной площадки;Строительная техника выезжает со стройплощадки с грязными колесами
795;Отсутствие освещения в ночное время;Неизвестные люди, не показывая документы на работы, что-то делают  на дворовой территории дома 15  корпус 1 по Самаркандскому бульвару.  Нет фонариков на объекте и освещения в ночное время.
796;Несвоевременное восстановление благоустройства;Несвоевременное восстановление благоустройства
797;Отсутствие информационного щита/некачественное содержание щита;
798;Отсутствие освещения в ночное время;Неисправное освещение
799;Несвоевременное восстановление благоустройства;Работы по укладке асфальта завершили, а газон не восстановили, не убрали строительные блоки и вообще оставили много грязи после себя! 
800;Отсутствие ограждения площадки/ некачественное содержание ограждения;Ржавое ограждение. Держится за счет дерева, навалено на дерево. Разрыв в ограждении. Не соответствует стандартам Москвы.
